,Franchise,City,Date,Product,Sales,Target Sales,Profit,Target Profit
2529,617,Delhi,10/1/2018,Earl Grey,? 60.80,? 76.50,? 16.24,? 19.20
2530,617,Delhi,11/1/2018,Earl Grey,? 80.56,? 103.50,? 35.00,? 35.20
2531,617,Delhi,12/1/2018,Earl Grey,? 221.16,? 216.00,? 72.80,? 51.20
2532,617,Delhi,1/1/2019,Earl Grey,? 47.50,? 45.00,? 8.12,? 9.60
2533,617,Delhi,2/1/2019,Earl Grey,? 87.40,? 121.50,? 27.72,? 44.80
2534,617,Delhi,3/1/2019,Earl Grey,? 23.18,? 27.00,? 4.76,? 9.60
2535,617,Delhi,4/1/2019,Earl Grey,? 16.34,? 22.50,? 8.68,? 12.80
2536,617,Delhi,5/1/2019,Earl Grey,? 228.76,? 234.00,? 55.16,? 54.40
2537,617,Delhi,6/1/2019,Earl Grey,? 22.80,? 27.00,? 6.44,? 9.60
2538,617,Delhi,7/1/2019,Earl Grey,? 207.48,? 216.00,? 56.56,? 64.00
2539,617,Delhi,8/1/2019,Earl Grey,? 52.06,? 49.50,? -1.12,? 3.20
2540,617,Delhi,9/1/2019,Earl Grey,? 51.68,? 49.50,? 9.52,? 9.60
2541,617,Delhi,10/1/2019,Earl Grey,? 40.28,? 40.50,? 8.96,? 12.80
2542,617,Delhi,11/1/2019,Earl Grey,? 50.92,? 49.50,? 8.68,? 12.80
2543,617,Delhi,12/1/2019,Earl Grey,? 18.62,? 22.50,? 3.36,? 6.40
2544,617,Delhi,1/1/2018,Green Tea,? 30.25,? 25.00,? -20.75,? 7.50
2545,617,Delhi,2/1/2018,Green Tea,? 33.75,? 27.50,? -22.00,? 7.50
2546,617,Delhi,3/1/2018,Green Tea,? 149.50,? 132.50,? 38.00,? 45.00
2547,617,Delhi,4/1/2018,Green Tea,? 47.25,? 60.00,? -15.50,? 25.00
2548,617,Delhi,5/1/2018,Green Tea,? 58.00,? 60.00,? -5.25,? 27.50
2549,617,Delhi,6/1/2018,Green Tea,? 141.75,? 100.00,? 15.75,? 32.50
2550,617,Delhi,7/1/2018,Green Tea,? 35.00,? 30.00,? -18.25,? 12.50
2551,617,Delhi,8/1/2018,Green Tea,? 47.00,? 47.50,? -6.50,? 20.00
2552,617,Delhi,9/1/2018,Green Tea,? 33.25,? 27.50,? -31.50,? 5.00
2553,617,Delhi,10/1/2018,Green Tea,? 18.50,? 15.00,? -27.00,? 2.50
2554,617,Delhi,11/1/2018,Green Tea,? 47.50,? 47.50,? -13.00,? 20.00
2555,617,Delhi,12/1/2018,Green Tea,? 136.25,? 112.50,? 13.25,? 32.50
2556,617,Delhi,1/1/2019,Green Tea,? 136.25,? 117.50,? 20.25,? 47.50
2557,617,Delhi,2/1/2019,Green Tea,? 80.50,? 75.00,? 19.25,? 40.00
2558,617,Delhi,3/1/2019,Green Tea,? 29.00,? 22.50,? -23.50,? 5.00
2559,617,Delhi,4/1/2019,Green Tea,? 61.25,? 62.50,? -3.75,? 30.00
2560,617,Delhi,5/1/2019,Green Tea,? 6.50,? 5.00,? -30.25,? 2.50
2561,617,Delhi,6/1/2019,Green Tea,? 60.75,? 70.00,? 6.25,? 32.50
2562,617,Delhi,7/1/2019,Green Tea,? 42.00,? 52.50,? -18.25,? 20.00
2563,617,Delhi,8/1/2019,Green Tea,? 13.75,? 10.00,? -24.50,? 7.50
2564,617,Delhi,9/1/2019,Green Tea,? 26.75,? 20.00,? -18.75,? 7.50
2565,617,Delhi,10/1/2019,Green Tea,? 22.25,? 17.50,? -32.50,? 0.00
2566,617,Delhi,11/1/2019,Green Tea,? 22.50,? 20.00,? -24.50,? 5.00
2567,617,Delhi,12/1/2019,Green Tea,? 77.25,? 80.00,? 18.00,? 37.50
2568,617,Delhi,1/1/2018,Lemon,? 186.20,? 151.80,? 46.76,? 42.00
2569,617,Delhi,2/1/2018,Lemon,? 221.90,? 181.50,? 67.48,? 64.40
2570,617,Delhi,3/1/2018,Lemon,? 15.75,? 13.20,? 3.08,? 5.60
2571,617,Delhi,4/1/2018,Lemon,? 18.20,? 16.50,? 4.20,? 5.60
2572,617,Delhi,5/1/2018,Lemon,? 49.70,? 56.10,? 22.12,? 25.20
2573,617,Delhi,6/1/2018,Lemon,? 39.20,? 33.00,? -1.68,? 0.00
2574,617,Delhi,7/1/2018,Lemon,? 15.05,? 16.50,? 12.04,? 11.20
2575,617,Delhi,8/1/2018,Lemon,? 240.45,? 198.00,? 73.36,? 70.00
2576,617,Delhi,9/1/2018,Lemon,? 32.90,? 26.40,? -3.92,? 0.00
2577,617,Delhi,10/1/2018,Lemon,? 89.60,? 85.80,? 31.36,? 33.60
2578,617,Delhi,11/1/2018,Lemon,? 15.40,? 13.20,? 4.20,? 5.60
2579,617,Delhi,12/1/2018,Lemon,? 73.85,? 75.90,? 35.00,? 30.80
2580,617,Delhi,1/1/2019,Lemon,? 15.05,? 16.50,? 8.96,? 11.20
2581,617,Delhi,2/1/2019,Lemon,? 12.95,? 9.90,? 1.12,? 2.80
2582,617,Delhi,3/1/2019,Lemon,? 20.30,? 16.50,? 5.04,? 5.60
2583,617,Delhi,4/1/2019,Lemon,? 89.60,? 85.80,? 31.08,? 33.60
2584,617,Delhi,5/1/2019,Lemon,? 18.90,? 16.50,? 3.36,? 5.60
2585,617,Delhi,6/1/2019,Lemon,? 213.85,? 158.40,? 88.20,? 56.00
2586,617,Delhi,7/1/2019,Lemon,? 45.85,? 49.50,? 8.68,? 14.00
2587,617,Delhi,8/1/2019,Lemon,? 24.15,? 19.80,? 2.24,? 2.80
2588,617,Delhi,9/1/2019,Lemon,? 21.00,? 23.10,? 6.72,? 11.20
2589,617,Delhi,10/1/2019,Lemon,? 20.30,? 23.10,? 4.76,? 11.20
2590,617,Delhi,11/1/2019,Lemon,? 185.85,? 141.90,? 64.40,? 39.20
2591,617,Delhi,12/1/2019,Lemon,? 99.75,? 75.90,? 42.28,? 30.80
2592,617,Delhi,1/1/2018,Mint,? 94.95,? 76.00,? 50.00,? 30.40
2593,617,Delhi,2/1/2018,Mint,? 146.70,? 112.00,? 51.60,? 30.40
2594,617,Delhi,3/1/2018,Mint,? 52.65,? 40.00,? 10.80,? 11.40
2595,617,Delhi,4/1/2018,Mint,? 19.35,? 20.00,? 4.40,? 11.40
2596,617,Delhi,5/1/2018,Mint,? 48.15,? 36.00,? -2.80,? 3.80
2597,617,Delhi,6/1/2018,Mint,? 274.95,? 192.00,? 109.20,? 60.80
2598,617,Delhi,7/1/2018,Mint,? 44.10,? 32.00,? 11.60,? 11.40
2599,617,Delhi,8/1/2018,Mint,? 52.20,? 40.00,? 14.80,? 11.40
2600,617,Delhi,9/1/2018,Mint,? 149.40,? 116.00,? 73.20,? 45.60
2601,617,Delhi,10/1/2018,Mint,? 85.50,? 76.00,? 27.20,? 30.40
2602,617,Delhi,11/1/2018,Mint,? 90.45,? 88.00,? 47.60,? 41.80
2603,617,Delhi,12/1/2018,Mint,? 95.85,? 88.00,? 36.00,? 38.00
2604,617,Delhi,1/1/2019,Mint,? 19.35,? 20.00,? 4.00,? 11.40
2605,617,Delhi,2/1/2019,Mint,? 64.35,? 44.00,? 18.40,? 15.20
2606,617,Delhi,3/1/2019,Mint,? 63.45,? 52.00,? 24.80,? 19.00
2607,617,Delhi,4/1/2019,Mint,? 275.40,? 212.00,? 92.40,? 83.60
2608,617,Delhi,5/1/2019,Mint,? 15.75,? 12.00,? 1.20,? 3.80
2609,617,Delhi,6/1/2019,Mint,? 140.40,? 128.00,? 55.60,? 57.00
2610,617,Delhi,7/1/2019,Mint,? 90.45,? 84.00,? 33.20,? 30.40
2611,617,Delhi,8/1/2019,Mint,? 26.10,? 28.00,? 7.20,? 19.00
2612,617,Delhi,9/1/2019,Mint,? 33.75,? 28.00,? 3.60,? 7.60
2613,617,Delhi,10/1/2019,Mint,? 31.05,? 28.00,? 4.40,? 7.60
2614,617,Delhi,11/1/2019,Mint,? 155.70,? 112.00,? 56.00,? 38.00
2615,617,Delhi,12/1/2019,Mint,? 234.45,? 180.00,? 65.60,? 57.00
2616,617,Delhi,1/1/2018,Colombian,? 180.00,? 159.00,? 60.00,? 61.00
2617,617,Delhi,2/1/2018,Colombian,? 200.00,? 199.00,? 80.00,? 71.00
2618,617,Delhi,3/1/2018,Colombian,? 280.00,? 309.00,? 130.00,? 190.00
2619,617,Delhi,4/1/2018,Colombian,? 80.00,? 100.00,? 30.00,? 30.00
2620,617,Delhi,5/1/2018,Colombian,? 90.00,? 110.00,? 20.00,? 21.00
2621,617,Delhi,6/1/2018,Colombian,? 200.00,? 210.00,? 90.00,? 88.00
2622,617,Delhi,7/1/2018,Colombian,? 120.00,? 147.00,? 40.00,? 50.00
2623,617,Delhi,8/1/2018,Colombian,? 250.00,? 243.00,? 120.00,? 105.00
2624,617,Delhi,9/1/2018,Colombian,? 330.00,? 373.00,? 150.00,? 208.00
2625,617,Delhi,10/1/2018,Colombian,? 340.00,? 478.00,? 110.00,? 149.00
2626,617,Delhi,11/1/2018,Colombian,? 100.00,? 114.00,? 20.00,? 15.00
2627,617,Delhi,12/1/2018,Colombian,? 450.00,? 581.00,? 130.00,? 257.00
2628,617,Delhi,1/1/2019,Colombian,? 280.00,? 199.00,? 170.00,? 117.00
2629,617,Delhi,2/1/2019,Colombian,? 90.00,? 123.00,? 50.00,? 26.00
2630,617,Delhi,3/1/2019,Colombian,? 20.00,? 23.00,? 10.00,? -3.00
2631,617,Delhi,4/1/2019,Colombian,? 270.00,? 228.00,? 140.00,? 135.00
2632,617,Delhi,5/1/2019,Colombian,? 260.00,? 282.00,? 150.00,? 172.00
2633,617,Delhi,6/1/2019,Colombian,? 150.00,? 197.00,? 60.00,? 98.00
2634,617,Delhi,7/1/2019,Colombian,? 480.00,? 546.00,? 160.00,? 175.00
2635,617,Delhi,8/1/2019,Colombian,? 200.00,? 262.00,? 90.00,? 134.00
2636,617,Delhi,9/1/2019,Colombian,? 60.00,? 43.00,? 60.00,? 31.00
2637,617,Delhi,10/1/2019,Colombian,? 50.00,? 52.00,? 20.00,? 11.00
2638,617,Delhi,11/1/2019,Colombian,? 50.00,? 48.00,? 30.00,? 16.00
2639,617,Delhi,12/1/2019,Colombian,? 80.00,? 126.00,? 40.00,? 40.00
2640,718,Chennai,1/1/2018,Cappuccino,? 21.80,? 20.00,? 5.60,? 6.00
2641,718,Chennai,2/1/2018,Cappuccino,? 26.20,? 22.00,? 6.00,? 8.00
2642,718,Chennai,3/1/2018,Cappuccino,? 36.40,? 22.00,? 11.00,? 10.00
2643,718,Chennai,4/1/2018,Cappuccino,? 54.80,? 46.00,? 33.20,? 24.00
2644,718,Chennai,5/1/2018,Cappuccino,? 34.00,? 28.00,? 9.60,? 10.00
2645,718,Chennai,6/1/2018,Cappuccino,? 37.80,? 28.00,? 11.80,? 8.00
2646,718,Chennai,7/1/2018,Cappuccino,? 41.60,? 36.00,? 24.20,? 18.00
2647,718,Chennai,8/1/2018,Cappuccino,? 29.40,? 24.00,? 9.40,? 8.00
2648,718,Chennai,9/1/2018,Cappuccino,? 102.40,? 128.00,? 36.60,? 54.00
2649,718,Chennai,10/1/2018,Cappuccino,? 39.80,? 34.00,? 17.00,? 18.00
2650,718,Chennai,11/1/2018,Cappuccino,? 25.40,? 22.00,? 5.60,? 6.00
2651,718,Chennai,12/1/2018,Cappuccino,? 42.60,? 46.00,? 21.20,? 20.00
2652,718,Chennai,1/1/2019,Cappuccino,? 31.80,? 26.00,? 12.20,? 10.00
2653,718,Chennai,2/1/2019,Cappuccino,? 45.40,? 36.00,? 27.00,? 18.00
2654,718,Chennai,3/1/2019,Cappuccino,? 22.80,? 20.00,? 8.00,? 6.00
2655,718,Chennai,4/1/2019,Cappuccino,? 60.40,? 38.00,? 26.60,? 20.00
2656,718,Chennai,5/1/2019,Cappuccino,? 27.00,? 22.00,? 8.40,? 6.00
2657,718,Chennai,6/1/2019,Cappuccino,? 38.60,? 48.00,? 14.00,? 22.00
2658,718,Chennai,7/1/2019,Cappuccino,? 106.40,? 132.00,? 38.40,? 54.00
2659,718,Chennai,8/1/2019,Cappuccino,? 64.40,? 50.00,? 39.80,? 24.00
2660,718,Chennai,9/1/2019,Cappuccino,? 27.40,? 24.00,? 8.40,? 8.00
2661,718,Chennai,10/1/2019,Cappuccino,? 32.00,? 26.00,? 8.80,? 10.00
2662,718,Chennai,11/1/2019,Cappuccino,? 24.00,? 30.00,? 7.80,? 14.00
2663,718,Chennai,12/1/2019,Cappuccino,? 20.20,? 18.00,? 4.80,? 6.00
2664,718,Chennai,1/1/2018,Caffe Latte,? 64.40,? 70.00,? 16.90,? 24.00
2665,718,Chennai,2/1/2018,Caffe Latte,? 104.30,? 91.00,? 31.85,? 30.00
2666,718,Chennai,3/1/2018,Caffe Latte,? 159.60,? 133.00,? 89.05,? 54.00
2667,718,Chennai,4/1/2018,Caffe Latte,? 89.60,? 84.00,? 24.70,? 30.00
2668,718,Chennai,5/1/2018,Caffe Latte,? 87.50,? 84.00,? 17.55,? 24.00
2669,718,Chennai,6/1/2018,Caffe Latte,? 81.90,? 77.00,? 21.45,? 24.00
2670,718,Chennai,7/1/2018,Caffe Latte,? 348.60,? 406.00,? 159.90,? 144.00
2671,718,Chennai,8/1/2018,Caffe Latte,? 82.60,? 77.00,? 15.60,? 24.00
2672,718,Chennai,9/1/2018,Caffe Latte,? 133.00,? 161.00,? 44.20,? 60.00
2673,718,Chennai,10/1/2018,Caffe Latte,? 139.30,? 168.00,? 46.15,? 66.00
2674,718,Chennai,11/1/2018,Caffe Latte,? 98.70,? 112.00,? 40.30,? 42.00
2675,718,Chennai,12/1/2018,Caffe Latte,? 203.00,? 154.00,? 82.55,? 60.00
2676,718,Chennai,1/1/2019,Caffe Latte,? 109.90,? 91.00,? 42.25,? 30.00
2677,718,Chennai,2/1/2019,Caffe Latte,? 147.00,? 126.00,? 57.20,? 54.00
2678,718,Chennai,3/1/2019,Caffe Latte,? 126.00,? 105.00,? 35.10,? 30.00
2679,718,Chennai,4/1/2019,Caffe Latte,? 208.60,? 175.00,? 119.60,? 72.00
2680,718,Chennai,5/1/2019,Caffe Latte,? 131.60,? 161.00,? 61.10,? 60.00
2681,718,Chennai,6/1/2019,Caffe Latte,? 407.40,? 476.00,? 189.80,? 168.00
2682,718,Chennai,7/1/2019,Caffe Latte,? 171.50,? 147.00,? 68.25,? 66.00
2683,718,Chennai,8/1/2019,Caffe Latte,? 93.10,? 70.00,? 33.80,? 24.00
2684,718,Chennai,9/1/2019,Caffe Latte,? 170.10,? 140.00,? 68.90,? 60.00
2685,718,Chennai,10/1/2019,Caffe Latte,? 63.00,? 91.00,? 16.90,? 48.00
2686,718,Chennai,11/1/2019,Caffe Latte,? 171.50,? 126.00,? 96.20,? 54.00
2687,718,Chennai,12/1/2019,Caffe Latte,? 96.60,? 84.00,? 20.80,? 24.00
2688,718,Chennai,1/1/2018,Regular Espresso,? 57.60,? 78.00,? 21.45,? 48.00
2689,718,Chennai,2/1/2018,Regular Espresso,? 153.60,? 132.00,? 61.60,? 72.00
2690,718,Chennai,3/1/2018,Regular Espresso,? 68.40,? 60.00,? 23.10,? 18.00
2691,718,Chennai,4/1/2018,Regular Espresso,? 51.00,? 48.00,? 10.45,? 18.00
2692,718,Chennai,5/1/2018,Regular Espresso,? 64.20,? 60.00,? 15.40,? 18.00
2693,718,Chennai,6/1/2018,Regular Espresso,? 403.20,? 504.00,? 189.75,? 204.00
2694,718,Chennai,7/1/2018,Regular Espresso,? 94.20,? 78.00,? 28.05,? 30.00
2695,718,Chennai,8/1/2018,Regular Espresso,? 59.40,? 66.00,? 16.50,? 24.00
2696,718,Chennai,9/1/2018,Regular Espresso,? 118.80,? 102.00,? 46.20,? 54.00
2697,718,Chennai,10/1/2018,Regular Espresso,? 185.40,? 132.00,? 103.40,? 60.00
2698,718,Chennai,11/1/2018,Regular Espresso,? 72.60,? 66.00,? 19.25,? 24.00
2699,718,Chennai,12/1/2018,Regular Espresso,? 127.80,? 108.00,? 50.05,? 54.00
2700,718,Chennai,1/1/2019,Regular Espresso,? 138.00,? 114.00,? 53.90,? 54.00
2701,718,Chennai,2/1/2019,Regular Espresso,? 193.20,? 114.00,? 108.35,? 60.00
2702,718,Chennai,3/1/2019,Regular Espresso,? 114.00,? 138.00,? 37.40,? 60.00
2703,718,Chennai,4/1/2019,Regular Espresso,? 73.80,? 72.00,? 14.85,? 30.00
2704,718,Chennai,5/1/2019,Regular Espresso,? 73.80,? 54.00,? 26.40,? 24.00
2705,718,Chennai,6/1/2019,Regular Espresso,? 78.60,? 66.00,? 16.50,? 24.00
2706,718,Chennai,7/1/2019,Regular Espresso,? 118.20,? 144.00,? 53.90,? 66.00
2707,718,Chennai,8/1/2019,Regular Espresso,? 77.40,? 72.00,? 15.40,? 24.00
2708,718,Chennai,9/1/2019,Regular Espresso,? 115.20,? 90.00,? 44.00,? 30.00
2709,718,Chennai,10/1/2019,Regular Espresso,? 126.60,? 102.00,? 68.75,? 54.00
2710,718,Chennai,11/1/2019,Regular Espresso,? 96.00,? 72.00,? 31.90,? 24.00
2711,718,Chennai,12/1/2019,Regular Espresso,? 127.20,? 102.00,? 69.30,? 54.00
2712,718,Chennai,1/1/2018,Darjeeling,? 372.00,? 464.00,? 123.00,? 168.00
2713,718,Chennai,2/1/2018,Darjeeling,? 107.20,? 88.00,? 34.50,? 28.00
2714,718,Chennai,3/1/2018,Darjeeling,? 364.80,? 456.00,? 120.75,? 161.00
2715,718,Chennai,4/1/2018,Darjeeling,? 91.20,? 80.00,? 23.25,? 21.00
2716,718,Chennai,5/1/2018,Darjeeling,? 85.60,? 80.00,? 19.50,? 21.00
2717,718,Chennai,6/1/2018,Darjeeling,? 114.40,? 104.00,? 34.50,? 35.00
2718,718,Chennai,7/1/2018,Darjeeling,? 207.20,? 160.00,? 117.75,? 70.00
2719,718,Chennai,8/1/2018,Darjeeling,? 67.20,? 64.00,? 19.50,? 21.00
2720,718,Chennai,9/1/2018,Darjeeling,? 73.60,? 72.00,? 21.00,? 21.00
2721,718,Chennai,10/1/2018,Darjeeling,? 67.20,? 64.00,? 19.50,? 21.00
2722,718,Chennai,11/1/2018,Darjeeling,? 103.20,? 88.00,? 39.00,? 28.00
2723,718,Chennai,12/1/2018,Darjeeling,? 190.40,? 152.00,? 106.50,? 70.00
2724,718,Chennai,1/1/2019,Darjeeling,? 112.00,? 104.00,? 24.75,? 35.00
2725,718,Chennai,2/1/2019,Darjeeling,? 421.60,? 528.00,? 198.75,? 189.00
2726,718,Chennai,3/1/2019,Darjeeling,? 142.40,? 176.00,? 47.25,? 70.00
2727,718,Chennai,4/1/2019,Darjeeling,? 392.00,? 464.00,? 130.50,? 161.00
2728,718,Chennai,5/1/2019,Darjeeling,? 151.20,? 128.00,? 43.50,? 42.00
2729,718,Chennai,6/1/2019,Darjeeling,? 443.20,? 616.00,? 206.25,? 238.00
2730,718,Chennai,7/1/2019,Darjeeling,? 388.80,? 456.00,? 179.25,? 161.00
2731,718,Chennai,8/1/2019,Darjeeling,? 241.60,? 184.00,? 99.75,? 77.00
2732,718,Chennai,9/1/2019,Darjeeling,? 108.80,? 96.00,? 42.00,? 35.00
2733,718,Chennai,10/1/2019,Darjeeling,? 74.40,? 72.00,? 15.00,? 21.00
2734,718,Chennai,11/1/2019,Darjeeling,? 203.20,? 176.00,? 116.25,? 84.00
2735,718,Chennai,12/1/2019,Darjeeling,? 82.40,? 80.00,? 18.75,? 21.00
2736,718,Chennai,1/1/2018,Decaf Irish Cream,? 180.90,? 144.00,? 95.20,? 76.50
2737,718,Chennai,2/1/2018,Decaf Irish Cream,? 505.80,? 630.00,? 227.20,? 246.50
2738,718,Chennai,3/1/2018,Decaf Irish Cream,? 170.10,? 144.00,? 64.00,? 76.50
2739,718,Chennai,4/1/2018,Decaf Irish Cream,? 189.90,? 153.00,? 100.00,? 76.50
2740,718,Chennai,5/1/2018,Decaf Irish Cream,? 120.60,? 99.00,? 43.20,? 51.00
2741,718,Chennai,6/1/2018,Decaf Irish Cream,? 108.90,? 90.00,? 36.80,? 25.50
2742,718,Chennai,7/1/2018,Decaf Irish Cream,? 180.90,? 135.00,? 66.40,? 42.50
2743,718,Chennai,8/1/2018,Decaf Irish Cream,? 95.40,? 99.00,? 36.00,? 34.00
2744,718,Chennai,9/1/2018,Decaf Irish Cream,? 110.70,? 99.00,? 20.80,? 59.50
2745,718,Chennai,10/1/2018,Decaf Irish Cream,? 118.80,? 144.00,? 33.60,? 59.50
2746,718,Chennai,11/1/2018,Decaf Irish Cream,? 200.70,? 171.00,? 76.80,? 85.00
2747,718,Chennai,12/1/2018,Decaf Irish Cream,? 230.40,? 198.00,? 89.60,? 102.00
2748,718,Chennai,1/1/2019,Decaf Irish Cream,? 271.80,? 225.00,? 107.20,? 102.00
2749,718,Chennai,2/1/2019,Decaf Irish Cream,? 446.40,? 522.00,? 194.40,? 204.00
2750,718,Chennai,3/1/2019,Decaf Irish Cream,? 102.60,? 81.00,? 33.60,? 42.50
2751,718,Chennai,4/1/2019,Decaf Irish Cream,? 161.10,? 108.00,? 56.00,? 25.50
2752,718,Chennai,5/1/2019,Decaf Irish Cream,? 503.10,? 558.00,? 223.20,? 204.00
2753,718,Chennai,6/1/2019,Decaf Irish Cream,? 119.70,? 108.00,? 32.00,? 34.00
2754,718,Chennai,7/1/2019,Decaf Irish Cream,? 117.90,? 81.00,? 56.80,? 34.00
2755,718,Chennai,8/1/2019,Decaf Irish Cream,? 107.10,? 135.00,? 43.20,? 59.50
2756,718,Chennai,9/1/2019,Decaf Irish Cream,? 197.10,? 162.00,? 76.00,? 76.50
2757,718,Chennai,10/1/2019,Decaf Irish Cream,? 171.00,? 207.00,? 54.40,? 85.00
2758,718,Chennai,11/1/2019,Decaf Irish Cream,? 171.00,? 198.00,? 74.40,? 85.00
2759,718,Chennai,12/1/2019,Decaf Irish Cream,? 117.90,? 99.00,? 31.20,? 59.50
2760,718,Chennai,1/1/2018,Earl Grey,? 41.04,? 45.00,? 5.32,? 9.60
2761,718,Chennai,2/1/2018,Earl Grey,? 37.24,? 45.00,? 10.92,? 12.80
2762,718,Chennai,3/1/2018,Earl Grey,? 68.40,? 67.50,? 14.84,? 16.00
2763,718,Chennai,4/1/2018,Earl Grey,? 76.38,? 72.00,? 24.08,? 19.20
2764,718,Chennai,5/1/2018,Earl Grey,? 122.36,? 103.50,? 55.16,? 35.20
2765,718,Chennai,6/1/2018,Earl Grey,? 171.76,? 252.00,? 44.52,? 70.40
2766,718,Chennai,7/1/2018,Earl Grey,? 177.46,? 261.00,? 46.48,? 76.80
2767,718,Chennai,8/1/2018,Earl Grey,? 114.38,? 112.50,? 37.24,? 38.40
2768,718,Chennai,9/1/2018,Earl Grey,? 192.28,? 252.00,? 69.44,? 70.40
2769,718,Chennai,10/1/2018,Earl Grey,? 96.52,? 99.00,? 43.40,? 38.40
2770,718,Chennai,11/1/2018,Earl Grey,? 38.76,? 45.00,? 9.80,? 9.60
2771,718,Chennai,12/1/2018,Earl Grey,? 199.50,? 279.00,? 52.64,? 76.80
2772,718,Chennai,1/1/2019,Earl Grey,? 68.78,? 63.00,? 19.88,? 16.00
2773,718,Chennai,2/1/2019,Earl Grey,? 207.48,? 306.00,? 55.16,? 89.60
2774,718,Chennai,3/1/2019,Earl Grey,? 50.92,? 58.50,? 8.68,? 16.00
2775,718,Chennai,4/1/2019,Earl Grey,? 76.76,? 103.50,? 28.28,? 32.00
2776,718,Chennai,5/1/2019,Earl Grey,? 46.36,? 54.00,? 10.36,? 16.00
2777,718,Chennai,6/1/2019,Earl Grey,? 41.04,? 40.50,? 10.08,? 9.60
2778,718,Chennai,7/1/2019,Earl Grey,? 71.06,? 54.00,? 21.84,? 25.60
2779,718,Chennai,8/1/2019,Earl Grey,? 57.00,? 49.50,? 23.52,? 19.20
2780,718,Chennai,9/1/2019,Earl Grey,? 192.66,? 288.00,? 70.84,? 86.40
2781,718,Chennai,10/1/2019,Earl Grey,? 92.34,? 94.50,? 40.60,? 35.20
2782,718,Chennai,11/1/2019,Earl Grey,? 87.40,? 85.50,? 27.72,? 28.80
2783,718,Chennai,12/1/2019,Earl Grey,? 53.20,? 58.50,? 11.76,? 16.00
2784,718,Chennai,1/1/2018,Green Tea,? 21.25,? 20.00,? -25.25,? 7.50
2785,718,Chennai,2/1/2018,Green Tea,? 32.50,? 27.50,? -19.75,? 10.00
2786,718,Chennai,3/1/2018,Green Tea,? 26.75,? 25.00,? -23.25,? 7.50
2787,718,Chennai,4/1/2018,Green Tea,? 32.50,? 27.50,? -19.75,? 10.00
2788,718,Chennai,5/1/2018,Green Tea,? 51.50,? 60.00,? -4.00,? 27.50
2789,718,Chennai,6/1/2018,Green Tea,? 37.50,? 30.00,? -20.25,? 10.00
2790,718,Chennai,7/1/2018,Green Tea,? 141.75,? 175.00,? 21.50,? 72.50
2791,718,Chennai,8/1/2018,Green Tea,? 48.50,? 27.50,? -9.50,? 12.50
2792,718,Chennai,9/1/2018,Green Tea,? 47.00,? 57.50,? -6.50,? 25.00
2793,718,Chennai,10/1/2018,Green Tea,? 26.75,? 22.50,? -23.00,? 12.50
2794,718,Chennai,11/1/2018,Green Tea,? 27.50,? 25.00,? -25.00,? 7.50
2795,718,Chennai,12/1/2018,Green Tea,? 130.00,? 192.50,? 16.25,? 85.00
2796,718,Chennai,1/1/2019,Green Tea,? 42.00,? 30.00,? -18.25,? 7.50
2797,718,Chennai,2/1/2019,Green Tea,? 49.75,? 30.00,? -1.00,? 20.00
2798,718,Chennai,3/1/2019,Green Tea,? 33.75,? 27.50,? -21.75,? 10.00
2799,718,Chennai,4/1/2019,Green Tea,? 35.50,? 25.00,? -10.75,? 10.00
2800,718,Chennai,5/1/2019,Green Tea,? 69.00,? 57.50,? 0.00,? 30.00
2801,718,Chennai,6/1/2019,Green Tea,? 50.25,? 35.00,? -8.00,? 10.00
2802,718,Chennai,7/1/2019,Green Tea,? 47.50,? 57.50,? -13.00,? 25.00
2803,718,Chennai,8/1/2019,Green Tea,? 57.00,? 47.50,? 3.75,? 22.50
2804,718,Chennai,9/1/2019,Green Tea,? 130.50,? 145.00,? 34.50,? 57.50
2805,718,Chennai,10/1/2019,Green Tea,? 49.50,? 42.50,? -9.00,? 22.50
2806,718,Chennai,11/1/2019,Green Tea,? 169.50,? 210.00,? 32.50,? 85.00
2807,718,Chennai,12/1/2019,Green Tea,? 35.00,? 32.50,? -21.75,? 12.50
2808,718,Chennai,1/1/2018,Lemon,? 193.55,? 151.80,? 160.16,? 100.80
2809,718,Chennai,2/1/2018,Lemon,? 172.20,? 151.80,? 102.48,? 100.80
2810,718,Chennai,3/1/2018,Lemon,? 19.95,? 19.80,? 4.48,? 8.40
2811,718,Chennai,4/1/2018,Lemon,? 18.55,? 16.50,? 4.20,? 8.40
2812,718,Chennai,5/1/2018,Lemon,? 31.50,? 26.40,? 12.60,? 11.20
2813,718,Chennai,6/1/2018,Lemon,? 39.55,? 36.30,? -6.16,? 0.00
2814,718,Chennai,7/1/2018,Lemon,? 44.80,? 19.80,? 5.32,? 5.60
2815,718,Chennai,8/1/2018,Lemon,? 232.75,? 207.90,? 157.92,? 156.80
2816,718,Chennai,9/1/2018,Lemon,? 165.90,? 132.00,? 97.44,? 92.40
2817,718,Chennai,10/1/2018,Lemon,? 104.30,? 95.70,? 23.52,? 28.00
2818,718,Chennai,11/1/2018,Lemon,? 230.30,? 207.90,? 217.56,? 156.80
2819,718,Chennai,12/1/2018,Lemon,? 104.30,? 95.70,? 23.24,? 28.00
2820,718,Chennai,1/1/2019,Lemon,? 169.40,? 132.00,? 134.68,? 84.00
2821,718,Chennai,2/1/2019,Lemon,? 17.50,? 16.50,? 3.64,? 5.60
